ID1,ID2,X1,X2,Y
992,992,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
993,993,ClCCN(CCCl)P1(=O)NCCCO1__COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O__OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1__[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C__CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1__ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__Z21__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,0
994,994,[H]\\C(=C(\\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,0
995,995,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,C06.9__C06.1__D10.2__C04.0__C04.1__C04.9__D10.30__C76.0__C47.0__C49.0__C77.0__D17.0__D21.0__D36.11__C44.520__C44.92__C44.02__C44.321__C44.521__C44.82__C44.42,1
996,996,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,0
997,997,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O__NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,0
998,998,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8,1
999,999,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,0
1000,1000,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1__COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,N97.9__N97.0__N97.1__N97.2__N97.8__Z31.81,0
1001,1001,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O__CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01,1
1002,1002,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O__NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__H18.523__H18.521__H18.522__H18.529__C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31__C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31,0
1003,1003,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,H01.9__H30.93__H05.00__H30.003__H30.013__H30.033__H30.103__M06.9__M05.9__M06.08__M06.00__M06.011__M06.012__M06.019__Z76.3__Z76.2,1
1004,1004,[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=CC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=N1,C44.510__C44.91__C44.01__C44.311__C44.511__C44.81__C44.41,1
1005,1005,[H][C@]12C[C@@H](O)[C@H](\\C=C\\[C@@H](O)CCCCC)[C@@]1([H])C\\C(O2)=C\\CCCC(O)=O,J45.998__J82.83__J45.909__J45.991__J45.20__J45.30__J45.40,1
1006,1006,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C45.9__C45.0__C45.1__C45.2__C45.7,1
1007,1007,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,K94.02__K94.12__K94.22__K94.32__N99.511__A02.9__A31.0,1
1008,1008,ClCCN(CCCl)P1(=O)NCCCO1,G35__C81.18,0
1009,1009,ClCCN(CCCl)P1(=O)NCCCO1__NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C25.3__H01.009__H02.209__H02.009__H02.109__H04.209__H05.409__H10.509,0
1010,1010,COC1=CC(OC)=CC(CCC2=CC(NC(=O)C3=CC=C(C=C3)N3C[C@H](C)N[C@H](C)C3)=NN2)=C1,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
1011,1011,CN(C)C\\C=C\\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1__CN(C)C\\C=C\\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1__[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
1012,1012,CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)C1=CC=CC=C1,C91.01__C91.02__C92.01__C92.02__C92.41__C92.42__C92.51,1
1013,1013,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N__CN1CCN(CCOC2=CC3=C(C(NC4=C(Cl)C=CC5=C4OCO5)=NC=N3)C(OC3CCOCC3)=C2)CC1__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,1
1014,1014,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CC=C2NC1=O,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C50.021__C50.022__C50.029__C50.121__C50.122__C50.129__C50.621__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__G47.13__J01.41__K11.22__K12.0__N96__F33.8__G03.2__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__C43.0__C43.31__D03.9__C43.51__C43.9__D03.0__C43.4__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__H01.009__H02.209__H02.009__H02.109__H04.209__H05.409__H10.509,0
1015,1015,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\\C=C\\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__[H][C@@](CN=C(O)N1CCC[C@]([H])(C1)[C@@]([H])(OCCN=C(O)OC)C1=CC(Cl)=CC=C1)(C[C@@]1([H])CCCOC1)NC,N25.89__N25.9,1
1016,1016,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,C91.11__C91.12__C91.10__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,1
1017,1017,[H][C@@](CC(C)C)(N=C(O)CN=C(O)C1=C(Cl)C=CC(Cl)=C1)B(O)O__NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O__C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C90.01__C90.02__C90.00,1
1018,1018,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01,1
1019,1019,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1__[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O__CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,C76.0__C47.0__C49.0__C77.0__D17.0__D21.0__D36.11,0
1020,1020,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,1
1021,1021,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1__[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,0
1022,1022,N[C@@H](CCCNC(N)=N)C(O)=O__[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,1
1023,1023,CN(C1CCN(CC1)C1=NN=C(C2=CC=NN2C)C2=CC=CC=C12)C(=O)C1=C(C=C(F)C=C1)C(F)(F)F,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123,1
1024,1024,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31,0
1025,1025,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1__C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,G20,1
1026,1026,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,R09.2__A15.7__A15.8__A15.9__J98.9__R06.03__J12.1,1
1027,1027,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CC(=O)OC1=CC=CC=C1C(O)=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,G30.8__G30.9__G30.0__G30.1,1
1028,1028,CC1=CC(=CC(C)=C1)[C@@H]1CCCN1CC1=CC=C(OC2=CC=C(C=C2F)C(N)=O)C=C1,F10.20__F10.24__F10.27__F10.280__F10.281__F10.282__F10.288,1
1029,1029,[Na+].[Na+].[O-]P([O-])(F)=O,P70.2__O24.92__Z83.3__E10.65__E10.9__E11.65__E11.9,1
1030,1030,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,K74.02__G47.22__H35.3133__H35.3134__H35.3113__H35.3114__H35.3123__E88.3__R97.8__C49.A0__C49.A1__C49.A2__C49.A5__C49.A3__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
1031,1031,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O__CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,1
1032,1032,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,1
1033,1033,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2,0
1034,1034,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl__COC1=CC(=N\\C1=C/C1=C(C)C=C(C)N1)C1=CC2=CC=CC=C2N1,S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S__S33.110S__S33.111S__S33.120S__S33.121S__S33.130S__S33.131S__S33.140S,0
1035,1035,ClCCN(CCCl)P1(=O)NCCCO1,H18.523__H18.521__H18.522__H18.529,1
1036,1036,[H]\\C(=C(\\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO__[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1__NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,C18.2__C18.4__C18.6__C18.7__C18.9__D12.2__D12.3__G47.13__J01.41__K11.22__K12.0__N96__F33.8__G03.2,0
1037,1037,ClCCN(CCCl)P1(=O)NCCCO1,H01.009__H02.209__H02.009__H02.109__H04.209__H05.409__H10.509,1
1038,1038,COC1=CC(=CC(Br)=C1OC)[C@@H]1C2=CC=C(N)C(N)=C2OC(N)=C1C#N__[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C73__D34__D44.0__Z85.850,0
1039,1039,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N__CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60,0
1040,1040,CN1C=C(N=C1C1CCN(CC1)C1=C2C=NNC2=NC=N1)C1=CC=C(F)C(=C1)C(F)(F)F,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
1041,1041,[H]\\C(=C(\\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO,C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01,0
1042,1042,CCN(CC)CCNC(=O)C1=C(C)NC(\\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C96.20__C96.29__D47.09__C96.20__C96.29__D47.09__C96.20__C96.29__D47.09__C96.20__C96.29__D47.09__C96.20__C96.29__D47.09__H01.009__H02.209__H02.009__H02.109__H04.209__H05.409__H10.509,0
1043,1043,OC(=O)CC[C@H]1CC[C@@](CC1)(C1=C(F)C=CC(F)=C1)S(=O)(=O)C1=CC=C(Cl)C=C1__CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
1044,1044,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl__[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1__CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl__[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1__CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl__CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1,I27.21,0
1045,1045,[H][C@]12CCC3=CC=CC=C3[C@]1([H])C1=CC(O)=C(Cl)C=C1CCN2C,F95.2,1
1046,1046,OC(=O)CC(O)(CC(O)=O)C(O)=O,K50.90__K50.913__K50.914__K50.911__K50.912__K50.918__K50.919,0
1047,1047,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,D09.0,0
1048,1048,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1__[H]\\C(=C(\\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC__C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C90.01__C90.02__C90.00,1
1049,1049,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,B20__Z71.7__O98.72__Z21__O98.73__R75__Z11.4__F11.20__F11.24__F11.281__F11.282__F11.288__F11.29__F11.21__F10.20__F11.20__F12.20__F14.20__F16.20__F18.20__Z99.0,1
1050,1050,ClCCN(CCCl)P1(=O)NCCCO1__NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,R19.5__H35.09__M26.50__M26.59__Q99.8__R06.89__R06.9__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__C95.91__C95.92__Z80.6__Z85.6__C90.11__C90.12__C91.01__G47.13__J01.41__K11.22__K12.0__N96__F33.8__G03.2,0
1051,1051,O=C(NC1=NC=C(SCCN2CCCC2)S1)[C@@]1(C[C@H]1C1CCCCC1)C1=CC=C(C=C1)S(=O)(=O)C1CC1,E11.65__E11.9__E11.21__E11.36__E11.41__E11.42__E11.44,1
1052,1052,COC1=C(NS(=O)(=O)C2=C(F)C=C(F)C=C2)C=C(C=N1)C1=CC2=C(C=CN=C2C=C1)C1=CN=NC=C1,C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,0
1053,1053,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1__N[C@@H](CCCNC(N)=N)C(O)=O__[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,Z21__C21.1__C44.500__C44.590__D12.9__C21.8__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__K22.2__K22.81__Q39.4__P78.83__I85.00__I85.01__I85.10__G47.13__J01.41__K11.22__K12.0__N96__F33.8__G03.2__C67.5__C76.0__C44.40__D23.4__C44.49__C47.0__C49.0__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__H18.523__H18.521__H18.522__H18.529__C07__C08.0__C08.1__C73__C75.0__C75.1__C75.3__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31__C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C21.1__C44.500__C44.590__D12.9__C21.8__C79.81__D24.1__D24.2__D24.9__D49.3__C44.501__D48.60__K22.2__K22.81__Q39.4__P78.83__I85.00__I85.01__I85.10__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__C78.00__C78.01__C78.02__D14.30__D14.31__D14.32__C34.2__H18.523__H18.521__H18.522__H18.529__C08.9__D11.9__D11.7__D37.030__D37.031__D37.032__D37.039__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C4A.9__C7B.1__C4A.0__C4A.31__C4A.51__C4A.8__C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31__C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31__H01.009__H02.209__H02.009__H02.109__H04.209__H05.409__H10.509,0
1054,1054,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,C25.3,1
1055,1055,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],C22.0__C22.1__C4A.9__C7B.1__D09.9__C4A.0__C4A.31__C57.00__C57.01__C57.02__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2__K65.1__K66.0__N99.4__N73.6__R88.0__Z49.32__Z49.02,1
1056,1056,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O__[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC__N[C@@H](CCCNC(N)=N)C(O)=O,N85.00__N85.01__N85.02__N99.85__C05.2__C10.0__C16.0__C16.4__C17.0__C17.1__C17.2,1
